,stock_id,mean_beta,mad_beta,mean_dom,mad_dom,mean_spread,mad_spread,mean_ldom,mad_ldom
0,0,0.9069333852547242,1.2898246793820112,391.19004134597384,77.85299975989656,0.001025148250319936,0.0005651339989047817,5.969193481154565,4.354822430098939
1,1,1.495205532643832,1.6582824945771308,544.6131206322876,126.3197906723218,0.0007092591574406385,0.000333516011172794,6.300075672186478,4.838816712823799
2,2,0.38572220968982546,1.098470411954014,834.4439542706525,230.70029117250579,0.0002604727455833196,0.00015672611781657485,6.726765579996472,5.4411194273050745
3,3,1.8169142429744418,2.728842996968897,519.4133596151595,134.5561456896518,0.0010735344051952405,0.0004453605504144493,6.252700020143838,4.901981552009787
4,4,0.7231346698003087,1.4311391689173099,357.31044580409605,71.48545730385287,0.0009102014111915784,0.0004588460823480048,5.878604999989917,4.269494034660817
5,5,1.0153409106877824,1.4758344720234755,242.05462718580935,64.2629125784727,0.0011338857208712323,0.0004720935684333123,5.489163432855779,4.162982677566775
6,6,1.7510303643483058,3.1867014337474733,585.6453563101188,225.10755936981593,0.0009619495778685115,0.0003388038703757982,6.372714412363162,5.416578329622541
7,7,0.7085324706627362,1.1526249965675766,628.8409048436879,220.5339725922234,0.0006162971542229465,0.00021100955102780987,6.4438782912315204,5.396051753732259
8,8,1.1379178388246904,2.2443907612067657,711.1861899408808,162.6876007387461,0.00061060324320528,0.00024027902111032088,6.566934266042773,5.091831801970858
9,9,1.4613380628422492,2.3625982501188534,495.52253931112153,98.20625605450415,0.001251843778194767,0.0005807046935858339,6.2056128407498665,4.587069920607208
10,10,1.4358663996058818,1.6150360993224149,1508.2918981388773,661.8667191085354,0.00035231398916168554,0.00016528590392022558,7.318733096241433,6.495064205015513
11,11,1.3180991189490394,1.816421907522992,629.4773286301781,118.79062393719367,0.0008734825718120705,0.0004603445049167736,6.444889837951304,4.777362480726358
12,13,0.5339416152530791,1.4532069413827176,3315.314310942747,1303.7987303630568,0.0003167780404597429,9.702664942174867e-05,8.106307712889354,7.173037382692647
13,14,0.6591824706583825,1.442160967252797,1114.905181094858,474.2430428213814,0.00018947415484262827,7.312358285568701e-05,7.016524640901357,6.161719938852763
14,15,1.1993754383141013,1.2968674029695366,594.0352273213357,120.10002149837408,0.0005830932330620681,0.00031066349204789795,6.386938622858931,4.788324908089869
15,16,0.9966695077553146,1.443705311309361,454.9043707861987,92.31303424939169,0.001000205432952674,0.0005409787255276145,6.120087222765013,4.525185347675168
16,17,1.0057937602557676,1.3312985358371068,392.6703192740165,67.17902050765868,0.00058878533393979,0.0002717838136111742,5.972970377556227,4.2073610039596465
17,18,1.6060362729703213,2.4524468306866223,248.72063603922433,72.89483764668717,0.0021704289126683917,0.0008121686122342941,5.516330322997246,4.2890178223327835
18,19,0.7432494869917075,1.2567371182240659,803.0069399571621,206.78531923649496,0.0005787690863170539,0.0003242768869963555,6.688363356446354,5.331681149962009
19,20,0.651481721293095,1.2082743005526122,601.9043322889067,120.69428790212298,0.00037366891955728607,0.00020020350748246247,6.4000985162166515,4.793260802229061
20,21,0.6412637659714043,1.4964861517310672,4745.494184402495,1733.630073066942,0.0003598611436316657,7.300801548502687e-05,8.464950854072482,7.457972797249205
21,22,1.3870503540412156,1.6037574164773916,381.6334583472172,78.13187625249326,0.0009286370576283593,0.00045115388751979245,5.9444606148375065,4.358398120215296
22,23,1.1647539767334187,1.2831544557353745,359.3482935450612,70.28727467514291,0.0007195372822747107,0.0003251743893006899,5.8842920951764786,4.2525907678531665
23,26,1.1439432364871336,1.2828597880317558,872.9369201903354,249.68062632397752,0.0005275703360755751,0.0002984105038403473,6.771863296860526,5.520182606466176
24,27,1.4055689445440747,2.227503901511249,332.7422209061599,81.06444200303396,0.001617351013987394,0.0007348312554250017,5.807368078808588,4.3952444186505675
25,28,0.7916219405697882,1.3710129905365624,856.2204512069882,186.76392771192883,0.0004201896785134938,0.00020395213537375341,6.752527879441684,5.229845400680097
26,29,1.0484609162060963,0.5980225332277009,3780.3779854987524,1418.4729351018627,6.683207308187282e-05,1.3700151019006429e-05,8.237579279778041,7.2573361741245925
27,30,0.7774597010366021,1.19706609012352,397.06115579230146,86.9333248258872,0.0009193949736483011,0.000523648263138146,5.984090313640386,4.465141443522656
28,31,0.8445542675120711,2.1642372986080263,169943.60468492002,92370.56314420767,0.0012080478529238098,0.00030506497708254125,12.04322192384793,11.433563626181774
29,32,0.6826803324758701,1.5812705678145251,43963.016286591184,17467.45981078691,0.00037496599523339325,5.4665135777190014e-05,10.691104020508359,9.768094989624583
30,33,1.1360154623278047,1.7107790472534719,284.05342654439,73.99620867983683,0.0016144676034916439,0.0008110351818627061,5.649162342103726,4.304013857835401
31,34,0.44390734389417147,1.0192394397211924,591.9612818017631,170.34287409878314,0.0003526042203428356,0.00018199481308366373,6.3834412303832915,5.1378133122885865
32,35,0.6884105754444716,1.8629133880139603,5241.324176087651,2328.9920805778825,0.00027533391763442987,6.572942862816174e-05,8.564329450750705,7.753190869525568
33,36,1.29118505641508,1.5299075116001193,876.9918744442595,271.38190218493196,0.0003231981858622083,0.00013365039513203784,6.776497727157379,5.603527061997288
34,37,1.0097302234964536,1.879367713670515,200.03120942671052,64.17197415961697,0.0016322733862300966,0.0006522762929368085,5.2984734015075015,4.161566575814949
35,38,0.8175057383031116,1.7547078731050054,382.37429658819684,84.22166985789721,0.0008539799937708805,0.0003820062463374809,5.946399962883097,4.433452249869178
36,39,0.4561809366217908,1.062449186391206,593.3953856183624,158.29447065847586,0.00029618243977090565,0.00015749882226818846,6.385860931652511,5.064457036766341
37,40,0.9425011021260777,1.911624208852428,298.2771236159376,70.6238386078421,0.0011843561897817785,0.000518688546315589,5.698022999394344,4.2573677448406615
38,41,0.7863435345793556,1.1108667791290032,10726.875486735651,5186.503450772862,0.00024083394656349434,2.5783220926742263e-05,9.280507599066247,8.553815040209146
39,42,0.9494608169976245,1.4009903101853103,764.6254000524092,209.0867879304816,0.0004925908964149261,0.00025016275991043894,6.639386040763389,5.342749419026931
40,43,0.7929042084094062,0.43351669024173906,2985.5309100981485,1050.1444847482167,4.66203436705591e-05,8.783523639444213e-06,8.00153286934097,6.956683038207046
41,44,1.4956593774594467,1.7981248351462544,3055.5368170112574,1533.1580197958217,0.00025359085619096897,6.270305566266192e-05,8.024710573685141,7.335084952356573
42,46,0.4558142761119156,1.0989989045388615,4901.508117417727,1909.1656558508682,0.000225225598065694,3.201159208240578e-05,8.4972982158093,7.554421596205469
43,47,0.7619458823874786,1.2185413855425749,7059.092058892485,2969.1312286092116,0.00024541122967781524,3.872709965217227e-05,8.862071718660836,7.996024673385913
44,48,0.9286289269906317,1.44550255605588,649.8664493384388,122.19686171315706,0.0005900544034254582,0.00027429419006549775,6.476766879223112,4.805633364845992
45,50,1.16876170930216,1.5764401964213557,638.4161673540937,158.35197991895748,0.00022489463551289267,8.154942026090655e-05,6.45899037061771,5.064820276341641
46,51,0.3752570060187102,1.391512708144474,1259.1610717824533,442.0484915023877,0.00036674343882053497,0.00018060543338626115,7.138200962145912,6.091419585341495
47,52,0.765483923675811,1.2251091130591016,718.0408697417516,238.6505308524989,0.00034411990449705396,0.00016648760071532017,6.576526489074142,5.47500026784708
48,53,0.6075237819714197,1.0306701515526688,402.0818449106055,67.77189322689787,0.00042261749789278594,0.00019734531706773324,5.996655662201502,4.216147554819465
49,55,1.2166762125226862,1.8404329515983937,398.2357278182644,92.72850920816884,0.0009590979645082257,0.00043070593376248436,5.987044110905715,4.529675967988941
50,56,1.6678340418290833,1.725416175054245,381.6649840611102,89.45951189710786,0.000448831719320898,0.0001653976325131978,5.944543218737002,4.493786141887737
51,58,0.7856806214420724,1.6148080784927805,613.5245774537135,134.8707296313285,0.0007663957530306342,0.0003890525870781622,6.419220324397791,4.90431676140016
52,59,0.7518050960369949,1.372789079885409,458.14125737158065,82.0203746445481,0.0006093519055796917,0.0002986707647696184,6.127177558770524,4.406967687675355
53,60,0.7630633572739518,1.3930437172947547,592.2791706803102,120.87419346626639,0.0008525672036458872,0.00044967533320036624,6.383978095823948,4.794750281290113
54,61,1.074612036649257,1.3214292933795595,208.56156744476618,59.23251620432019,0.00040726846249371516,0.00012295463476481034,5.340234285154955,4.081470651309895
55,62,1.5323661056345321,1.8036742676031992,344.6862698927917,74.96385589819933,0.00099904615742809,0.00045286001415395944,5.842634640680741,4.317006076017549
56,63,1.1974207293055563,1.9351959951146205,2293.364976901487,1316.8002999259654,0.00029922678792090955,8.275595114236352e-05,7.737775440231596,7.182960057691587
57,64,0.42712446972210355,1.1514946507733952,752.5068261155601,208.97939063400574,0.0002564270263163813,0.00012156852568171783,6.623410067831801,5.342235637695913
58,66,0.9632046831054012,1.3876590848599155,585.0178203829452,118.21640431018147,0.0007858641682521771,0.0004178354997984796,6.371642308960962,4.7725168796924375
59,67,0.7833040915004055,1.3471419597316776,1101.0391087009423,378.5440717285592,0.00036846784232913416,0.0001868856736158343,7.00400965716443,5.93633250395531
60,68,0.39854330750165634,1.3310924848468442,846.7604162976843,237.10768898698237,0.00045712817596598804,0.00028068806998775926,6.74141779312524,5.468514421845341
61,69,1.067916306416009,1.0929895273837025,1161.2045203057078,507.75599468625427,0.00010955051174628588,4.361242517035459e-05,7.057213124931141,6.230001006764516
62,70,0.9220586835422413,1.3172793797631637,1120.0026484862867,367.3350193217731,0.0004845050760977137,0.00024041844140150045,7.021086329006243,5.906274290839407
63,72,0.6589722738462503,1.400610244570113,723.8359109961342,153.3233793176932,0.0006864473352105098,0.00040156512748554853,6.584564724427943,5.032549281214494
64,73,1.2307962523664766,1.3186876253250865,351.79656528275234,66.4759861714728,0.0005817937041410346,0.00023903728053238616,5.863053068989032,4.1968407722424015
65,74,0.7736500442861781,2.182353357940804,2548.4865916307213,970.2413913539756,0.0005083272789718445,0.00021144876383641704,7.843254968487355,6.8775448976036
66,75,1.4745288044147664,2.495134946900962,333.56283918396883,74.30127272505406,0.0015943971922338612,0.0007240549573701363,5.809831270946467,4.3081280811201275
67,76,1.2490943000440113,1.5259311843964487,488.6230966644407,99.71417493266559,0.0005206151487522953,0.00024042853779916365,6.19159142881659,4.602307842715982
68,77,0.6540963815117504,1.950046425373969,23505.26269123368,16259.497351104355,0.00031069412754775917,4.428335768496251e-05,10.064979619368282,9.696432469407764
